character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
334,Marjory Delaqua,Guild Wars 2,2012,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/24/kasmeer-meade-and-marjory-delaqua-in-guild-wars-2,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Kasmeer Meade and Marjory Delaqua in Guild Wars 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
335,Aaron Vanich,Yousei,2013,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/aaron-vanich-in-yousei; https://representme.charity/projects/queer/database/title/yousei,LGBTQ Video Game Archive classification: gay:explicit. Source page: Aaron Vanich in Yousei.,,,,en,LGBTQ Video Game Archive; Represent Me,reviewed,high,,2026-08-22,
336,Beauty Nova,Pokemon X/Y,2013,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/05/25/beauty-nova-in-pokemon-xy,LGBTQ Video Game Archive classification: transgender:implicit. Source page: Beauty Nova in Pokémon X/Y.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
337,Bill,The Last of Us,2013,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/27/bill-in-the-last-of-us,LGBTQ Video Game Archive classification: gay:implicit. Source page: Bill in The Last of Us.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
338,Dr. Alan Weir,The Bureau: XCOM Declassified,2013,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/08/28/dr-alan-weir,LGBTQ Video Game Archive classification: gay:explicit. Source page: Dr. Alan Weir.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
339,Ellie,The Last of Us,2013,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/27/ellie-and-riley-in-the-last-of-us,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Ellie and Riley in The Last of Us.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
340,Riley,The Last of Us,2013,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/27/ellie-and-riley-in-the-last-of-us,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Ellie and Riley in The Last of Us.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
341,Black Swan,To Kill A Black Swan,2014,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/06/25/black-swan-in-to-kill-a-black-swan,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Black Swan in To Kill a Black Swan.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
342,Kian Alvane,Dreamfall Chapters,2014,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/06/24/kian-alvane-in-dreamfall-chapters,LGBTQ Video Game Archive classification: gay:explicit. Source page: Kian Alvane in Dreamfall Chapters.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
343,Korra,The Legend of Korra,2014,,,,,unknown,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/24/korra-in-the-legend-of-korra,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Korra in The Legend of Korra.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
344,Mark Matthews,Coming Out on Top,2014,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2020/03/09/mark-matthews-in-coming-out-on-top,LGBTQ Video Game Archive classification: gay:explicit. Source page: Mark Matthews in Coming Out on Top.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
345,Catherine Chun,SOMA,2015,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/01/12/catherine-chun-in-soma,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Catherine Chun in SOMA.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
346,Julietta,7th Dragon III Code: VFD,2015,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/05/03/julietta-in-7th-dragon-iii-code-vfd,LGBTQ Video Game Archive classification: gay:explicit. Source page: Julietta in 7th Dragon III Code: VFD.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
347,Kung Jin,Mortal Kombat X,2015,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2017/03/21/kung-jin-in-mortal-kombat-x,LGBTQ Video Game Archive classification: gay:implicit. Source page: Kung Jin in Mortal Kombat X.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
348,Sakurai,7th Dragon III Code: VFD,2015,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/05/03/sakurai-in-7th-dragon-iii-code-vfd,LGBTQ Video Game Archive classification: gay:explicit. Source page: Sakurai in 7th Dragon III Code: VFD.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
349,Velvet Crowe,Tales of Berseria,2016,,,,,unknown,playable,woman,lesbian; bisexual; asexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2019/03/07/velvet-crowe-in-tales-of-berseria,"LGBTQ Video Game Archive classification: lesbian:implicit, bisexual:implicit, asexual:implicit. Source page: Velvet Crowe in Tales of Berseria.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
350,Zelos,Tales of Symphonia,2003,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/30/zelos-and-lloyd-in-tales-of-symphonia,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Zelos and Lloyd in Tales of Symphonia. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
351,Lloyd,Tales of Symphonia,2003,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/30/zelos-and-lloyd-in-tales-of-symphonia,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Zelos and Lloyd in Tales of Symphonia. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
352,Dave,Firewatch,2016,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/06/24/dave-in-firewatch; https://representme.charity/projects/queer/database/title/firewatch,LGBTQ Video Game Archive classification: gay:explicit. Source page: Dave in Firewatch.,,,,en,LGBTQ Video Game Archive; Represent Me,reviewed,high,,2026-08-22,
353,Graves,Hustle Cat,2016,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2019/09/09/graves-and-nacht,LGBTQ Video Game Archive classification: gay:explicit. Source page: Graves and Nacht in Hustle Cat. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
354,Nacht,Hustle Cat,2016,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2019/09/09/graves-and-nacht,LGBTQ Video Game Archive classification: gay:explicit. Source page: Graves and Nacht in Hustle Cat. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
355,Lenora (Lenni) Kastner,Watch Dogs 2,2016,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2019/07/05/lenora-lenni-kastner-2,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Lenora (Lenni) Kastner in Watch Dogs 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
356,Mason,Hustle Cat,2016,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/09/14/mason,"LGBTQ Video Game Archive classification: lesbian:explicit, bisexual:implicit. Source page: Mason in Hustle Cat.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
357,Miranda Comay,Watch Dogs 2,2016,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/07/05/miranda-comay,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Miranda Comay in Watch Dogs 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
358,Myrrine,Spade Memory,2016,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/07/14/myrrine-in-spade-memory,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Myrrine in Spade Memory.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
359,Soldier: 76/Jack Morrison,Overwatch,2016,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/03/07/soldier-76-jack-morrison,LGBTQ Video Game Archive classification: gay:explicit. Source page: Soldier: 76/Jack Morrison in Overwatch.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
360,Tracer/Lena Oxton,Overwatch,2016,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/03/07/tracer-lena-oxton,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Tracer/Lena Oxton in Overwatch.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
361,Wisteria,Spade Memory,2016,,,,,unknown,playable,woman,asexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/07/14/wisteria-in-spade-memory,LGBTQ Video Game Archive classification: asexual:explicit. Source page: Wisteria in Spade Memory.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
362,Angus,Night in the Woods,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/01/12/angus-in-night-in-the-woods,LGBTQ Video Game Archive classification: gay:explicit. Source page: Angus in Night in the Woods.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
363,Azami,Xenoblade Chronicles 2,2017,,,,,unknown,playable,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/01/21/azami-xenoblade-chronicles-2,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Azami Xenoblade Chronicles 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
364,Brageld,Horizon Zero Dawn,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/07/09/brageld-in-horizon-zero-dawn,LGBTQ Video Game Archive classification: gay:explicit. Source page: Brageld in Horizon Zero Dawn.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
365,Ella Pontes,Horizon Zero Dawn,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/07/09/ella-pontes-in-horizon-zero-dawn,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Ella Pontes in Horizon Zero Dawn.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
366,Gregg,Night in the Woods,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/01/12/gregg-in-night-in-the-woods,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gregg in Night in the Woods.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
367,Grey Mourner,Hollow Knight,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12302,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Grey Mourner and the Traitor’s Daughter in Hollow Knight.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
368,the Traitor’s Daughter,Hollow Knight,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12302,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Grey Mourner and the Traitor’s Daughter in Hollow Knight.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
369,Janeva,Horizon Zero Dawn,2017,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2021/07/09/janeva-in-horizon-zero-dawn,"LGBTQ Video Game Archive classification: transgender:implicit, non-binary or genderqueer:implicit. Source page: Janeva in Horizon Zero Dawn.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
370,Lewis Finch,What Remains of Edith Finch,2017,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10431,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Lewis Finch in What Remains of Edith Finch.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
371,Mae Borowski,Night in the Woods,2017,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/01/12/mae-borowski-in-night-in-the-woods,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Mae Borowski in Night in the Woods.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
372,Petra Forgewoman,Horizon Zero Dawn,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2021/07/09/petra-forgewoman-in-horizon-zero-dawn,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Petra Forgewoman in Horizon Zero Dawn.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
373,Sheba,Xenoblade Chronicles 2,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/01/21/sheba-in-xenoblade-chronicles-2,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Sheba in Xenoblade Chronicles 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
374,Sheo,Hollow Knight,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12307,LGBTQ Video Game Archive classification: gay:explicit. Source page: Sheo and the Nailsmith in Hollow Knight.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
375,the Nailsmith,Hollow Knight,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12307,LGBTQ Video Game Archive classification: gay:explicit. Source page: Sheo and the Nailsmith in Hollow Knight.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
376,Damien LaVey,Monster Prom,2018,,,,,unknown,unknown,man,player_defined,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2019/04/30/damien-lavey-in-monster-prom,LGBTQ Video Game Archive classification: gay:explicit. Source page: Damien LaVey in Monster Prom. Press Q treats the orientation as player-defined because the source says no fixed sexual orientation is identified.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
377,Evan,Save me Mr Tako,2018,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10544,LGBTQ Video Game Archive classification: gay:implicit. Source page: Evan in Save me Mr Tako.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
378,Faith,Monster Prom,2018,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/04/30/faith-in-monster-prom,"LGBTQ Video Game Archive classification: lesbian:explicit, bisexual:implicit. Source page: Faith in Monster Prom.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
379,Polly Geist,Monster Prom,2018,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/05/01/polly-geist-in-monster-prom,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Polly Geist in Monster Prom.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
380,The Slayer,Monster Prom,2018,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/05/01/the-slayer-in-monster-prom,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: The Slayer in Monster Prom.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
381,Zoe,Monster Prom,2018,,,,,unknown,unknown,trans_woman,asexual,sexual_orientation; gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/05/01/zoe-in-monster-prom,"LGBTQ Video Game Archive classification: asexual:explicit, transgender:explicit, non-binary or genderqueer:implicit. Source page: Zoe in Monster Prom.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
382,Alice Emilia Devonfort,Moonrise,2019,,,,,unknown,unknown,woman,bisexual; other,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=11757,"LGBTQ Video Game Archive classification: bisexual:explicit, demisexual:explicit. Source page: Alice Emilia Devonfort in Moonrise.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
383,Satsuo,Cursed Elements,2019,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2020/08/05/satsuo-in-cursed-elements,LGBTQ Video Game Archive classification: gay:explicit. Source page: Satsuo in Cursed Elements.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
384,Chika Itou,Moonrise,2019,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=11763,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Chika Itou in Moonrise.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
385,Futa “Pewter” Amanoma,AI: The Somnium Files,2019,,,,,unknown,unknown,man,gay; bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12573,"LGBTQ Video Game Archive classification: gay:explicit, bisexual:explicit. Source page: Futa “Pewter” Amanoma and Renju Okiura in AI: The Somnium Files.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
386,Renju Okiura,AI: The Somnium Files,2019,,,,,unknown,unknown,man,gay; bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=12573,"LGBTQ Video Game Archive classification: gay:explicit, bisexual:explicit. Source page: Futa “Pewter” Amanoma and Renju Okiura in AI: The Somnium Files.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
387,Ishara,Moonrise,2019,,,,,unknown,unknown,trans_woman,lesbian,sexual_orientation; gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=11767,"LGBTQ Video Game Archive classification: lesbian:explicit, transgender:explicit. Source page: Ishara in Moonrise.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
388,Rosario de la Cruz,Moonrise,2019,,,,,unknown,unknown,non_binary,pansexual,sexual_orientation; gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/?p=11777,"LGBTQ Video Game Archive classification: pansexual:explicit, non-binary or genderqueer:explicit. Source page: Rosario de la Cruz in Moonrise.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
389,Tsukasa Okino,13 Sentinels: Aegis Rim,2020,Vanillaware,Atlus,,Adventure,unknown,unknown,non_binary,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/-sentinels-aegis-rim,Represent Me explicitly associates Tsukasa Okino with nonbinary in its entry for 13 Sentinels: Aegis Rim. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,Playstation 4,2026-08-26,not_recorded
390,Alex,A Letter For You!,2019,Maxenau,Maxenau,,Visual novel,unknown,unknown,woman,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/a-letter-for-you-,Represent Me explicitly associates Alex with bisexual in its entry for A Letter For You!. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
391,Penn,A Letter For You!,2019,Maxenau,Maxenau,,Visual novel,unknown,unknown,non_binary,asexual; aromantic,sexual_orientation; romantic_orientation; gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/a-letter-for-you-,Represent Me explicitly associates Penn with asexual; aromantic; nonbinary in its entry for A Letter For You!. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
392,Duve,A New Beginning,2010,Daedalic Entertainment,Lace International,,Adventure,supporting_character,unknown,man,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/a-new-beginning,Represent Me explicitly associates Duve with gay in its entry for A New Beginning. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
393,Saito,AI: The Somnium Files,2019,Spike Chunsoft,Spike Chunsoft,,Adventure,unknown,unknown,not_recorded,asexual; aromantic,sexual_orientation; romantic_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/ai-the-somnium-files,Represent Me explicitly associates Saito with aroace in its entry for AI: The Somnium Files. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC, Playstation 4, Nintendo Switch",2026-08-26,not_recorded
394,Mama,AI: The Somnium Files,2019,Spike Chunsoft,Spike Chunsoft,,Adventure,supporting_character,unknown,trans_woman,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/ai-the-somnium-files,Represent Me explicitly associates Mama with trans woman in its entry for AI: The Somnium Files. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC, Playstation 4, Nintendo Switch",2026-08-26,not_recorded
395,Liz,Butterfly Soup,2017,Brianna Lei,Brianna Lei,,Visual novel,unknown,unknown,trans_woman,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/butterfly-soup,Represent Me explicitly associates Liz with trans woman in its entry for Butterfly Soup. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
396,Min-Seo,Butterfly Soup,2017,Brianna Lei,Brianna Lei,,Visual novel,supporting_character,unknown,non_binary,not_recorded,gender_identity,external_source; developer_confirmed,confirmed,,,https://representme.charity/projects/queer/database/title/butterfly-soup,Represent Me explicitly associates Min-Seo with nonbinary in its entry for Butterfly Soup. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
397,Thomas,Deadly Premonition,2010,Access Games,Ignition Entertainment,,Horror,unknown,unknown,not_recorded,queer,sexual_orientation,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/deadly-premonition,"Represent Me discusses Thomas in connection with queer, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,Various,2026-08-26,not_recorded
398,George,Deadly Premonition,2010,Access Games,Ignition Entertainment,,Horror,unknown,unknown,not_recorded,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/deadly-premonition,Represent Me explicitly associates George with bisexual in its entry for Deadly Premonition. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,Various,2026-08-26,not_recorded
399,Fei Wong Tomoe Ignacio,Digimon Story: Cyber Sleuth: Hacker's Memory,2017,Media.Vision,Bandai Namco,,RPG,unknown,unknown,woman,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/digimon-story-cyber-sleuth-hacker-s-memory,Represent Me explicitly associates Fei Wong Tomoe Ignacio with lesbian in its entry for Digimon Story: Cyber Sleuth: Hacker's Memory. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PlayStation 4, PlayStation Vita",2026-08-26,not_recorded
400,Yu Nogi,Digimon Story: Cyber Sleuth: Hacker's Memory,2017,Media.Vision,Bandai Namco,,RPG,protagonist,unknown,man,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/digimon-story-cyber-sleuth-hacker-s-memory,Represent Me explicitly associates Yu Nogi with gay in its entry for Digimon Story: Cyber Sleuth: Hacker's Memory. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PlayStation 4, PlayStation Vita",2026-08-26,not_recorded
401,Hiro,Dimensions VS,2018,TeePee Studios,TeePee Studios,,Action,protagonist,unknown,not_recorded,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/dimensions-vs,Represent Me explicitly associates Hiro with gay in its entry for Dimensions VS. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
402,Mindy Blanchard,Dishonored 2,2016,Arkane Studios,Bethesda Softworks,,Action,unknown,unknown,trans_woman,not_recorded,gender_identity,external_source; developer_confirmed,confirmed,,,https://representme.charity/projects/queer/database/title/dishonored-2,Represent Me explicitly associates Mindy Blanchard with trans woman in its entry for Dishonored 2. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC, PlayStation 4, Xbox One",2026-08-26,not_recorded
403,Bill,Doctor Who Infinity,2018,Tiny Rebel Games,Tiny Rebel Games,,Casual,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/doctor-who-infinity,Represent Me explicitly associates Bill with lesbian in its entry for Doctor Who Infinity. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
404,Missy,Doctor Who Infinity,2018,Tiny Rebel Games,Tiny Rebel Games,,Casual,protagonist,unknown,not_recorded,not_recorded,gender_expression,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/doctor-who-infinity,"Represent Me discusses Missy in connection with trans coding, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,PC,2026-08-26,not_recorded
